Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2014,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,99.2932968139648
Sri Lanka,LKA,2013,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.1181030273438
Sri Lanka,LKA,2012,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.5702972412109
Sri Lanka,LKA,2011,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,100
Sri Lanka,LKA,2010,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,94.6303482055664
Sri Lanka,LKA,2006,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.9669723510742
Sri Lanka,LKA,2005,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.9439926147461
Sri Lanka,LKA,2002,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.5452117919922
Sri Lanka,LKA,2001,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.0685882568359
Sri Lanka,LKA,1991,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,92.6191024780273
Sri Lanka,LKA,1990,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,94.751579284668
Sri Lanka,LKA,1989,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,90.7183990478516
Sri Lanka,LKA,1988,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,96.3100204467773
Sri Lanka,LKA,1986,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,93.3463363647461
Sri Lanka,LKA,1985,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,93.2736892700195
Sri Lanka,LKA,1982,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,91.4105224609375
Sri Lanka,LKA,2019,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,97.868293762207
Sri Lanka,LKA,2018,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,97.8983612060547
Sri Lanka,LKA,2016,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,97.7648315429688
Sri Lanka,LKA,2015,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.2546005249023
Sri Lanka,LKA,2014,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,99.0710220336914
Sri Lanka,LKA,2013,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.4050674438477
Sri Lanka,LKA,2012,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.3775482177734
Sri Lanka,LKA,2011,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,93.3779067993164
Sri Lanka,LKA,2010,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,100
Sri Lanka,LKA,2006,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.3111877441406
Sri Lanka,LKA,2005,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.5344772338867
Sri Lanka,LKA,2002,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,97.5946578979492
Sri Lanka,LKA,2001,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,97.5164794921875
Sri Lanka,LKA,1991,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,91.8094863891602
Sri Lanka,LKA,1990,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,94.0114898681641
Sri Lanka,LKA,1989,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,90.8048629760742
Sri Lanka,LKA,1988,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,94.5094909667969
Sri Lanka,LKA,1986,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,93.4023666381836
Sri Lanka,LKA,1985,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,92.2343368530273
Sri Lanka,LKA,1982,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,91.1325302124023
Sri Lanka,LKA,2017,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.96104
Sri Lanka,LKA,2016,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.78329
Sri Lanka,LKA,2015,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.87663
Sri Lanka,LKA,2014,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.86471
Sri Lanka,LKA,2013,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.70166
Sri Lanka,LKA,2012,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.70393
Sri Lanka,LKA,2011,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.60391
Sri Lanka,LKA,2010,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.62507
Sri Lanka,LKA,2009,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.73678
Sri Lanka,LKA,2008,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.65594
Sri Lanka,LKA,2007,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.64532
Sri Lanka,LKA,2006,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.82297
Sri Lanka,LKA,2005,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.74237
Sri Lanka,LKA,2003,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.6808
Sri Lanka,LKA,2001,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.15538
Sri Lanka,LKA,1998,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.1994
Sri Lanka,LKA,1992,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,5.76777
Sri Lanka,LKA,1991,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.3009
Sri Lanka,LKA,1990,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.84706
Sri Lanka,LKA,1989,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.1647
Sri Lanka,LKA,1987,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,7.62271
Sri Lanka,LKA,1986,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.60102
Sri Lanka,LKA,1985,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,8.82299
Sri Lanka,LKA,1983,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,8.69964
Sri Lanka,LKA,1970,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,19.66713
Sri Lanka,LKA,2017,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.02578
Sri Lanka,LKA,2016,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.91981
Sri Lanka,LKA,2015,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.98264
Sri Lanka,LKA,2014,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.90754
Sri Lanka,LKA,2013,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.87838
Sri Lanka,LKA,2012,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.89801
Sri Lanka,LKA,2011,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.80605
Sri Lanka,LKA,2010,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.83506
Sri Lanka,LKA,2009,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.00689
Sri Lanka,LKA,2008,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.98611
Sri Lanka,LKA,2007,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.96479
Sri Lanka,LKA,2006,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.07083
Sri Lanka,LKA,2005,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.8644
Sri Lanka,LKA,2003,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.935
Sri Lanka,LKA,2001,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.64496
Sri Lanka,LKA,1998,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.01247
Sri Lanka,LKA,1992,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,8.25505
Sri Lanka,LKA,1991,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,9.02285
Sri Lanka,LKA,1990,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,9.15652
Sri Lanka,LKA,1989,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,8.10272
Sri Lanka,LKA,1987,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,10.00734
Sri Lanka,LKA,1986,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,9.09482
Sri Lanka,LKA,1985,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,7.63788
Sri Lanka,LKA,1983,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,11.64201
Sri Lanka,LKA,1970,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,24.46315
Sri Lanka,LKA,2022,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,86.6037826538086
Sri Lanka,LKA,2021,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,87.3254547119141
Sri Lanka,LKA,2020,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,82.5978240966797
Sri Lanka,LKA,2019,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,82.9609680175781
Sri Lanka,LKA,2018,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,82.6666259765625
Sri Lanka,LKA,2017,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,85.1316452026367
Sri Lanka,LKA,2016,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,84.606330871582
Sri Lanka,LKA,2015,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,85.8313369750977
Sri Lanka,LKA,2022,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,88.7380599975586
Sri Lanka,LKA,2021,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,90.1874618530273
Sri Lanka,LKA,2020,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,82.8490295410156
Sri Lanka,LKA,2019,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,86.0033721923828
Sri Lanka,LKA,2018,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,85.7928009033203
Sri Lanka,LKA,2017,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,87.8803634643555
Sri Lanka,LKA,2016,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,87.8758087158203
Sri Lanka,LKA,2015,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,88.7415924072266
Sri Lanka,LKA,2022,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.8988111849082
Sri Lanka,LKA,2021,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,89.2424516362321
Sri Lanka,LKA,2020,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.2531086786351
Sri Lanka,LKA,2019,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.9350466041887
Sri Lanka,LKA,2018,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.6985291303627
Sri Lanka,LKA,2017,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.3590379793365
Sri Lanka,LKA,2016,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.682542590218
Sri Lanka,LKA,2015,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.4458419592985
Sri Lanka,LKA,2012,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.3373349507118
Sri Lanka,LKA,2011,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.9973652827468
Sri Lanka,LKA,2010,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.0063232208124
Sri Lanka,LKA,2009,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.9116516113281
Sri Lanka,LKA,2008,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.9573669433594
Sri Lanka,LKA,2007,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.6008224487305
Sri Lanka,LKA,2006,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.0657196044922
Sri Lanka,LKA,2005,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,78.5098876953125
Sri Lanka,LKA,2004,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,78.8911666870117
Sri Lanka,LKA,2003,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,78.8907470703125
Sri Lanka,LKA,2002,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,78.8903274536133
Sri Lanka,LKA,1996,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,95.5998687744141
Sri Lanka,LKA,1995,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,83.4058685302734
Sri Lanka,LKA,1994,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,82.2944564819336
Sri Lanka,LKA,1993,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,80.269401550293
Sri Lanka,LKA,1992,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,80.3901977539062
Sri Lanka,LKA,1978,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,60
Sri Lanka,LKA,2014,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,96.52967
Sri Lanka,LKA,2013,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.53502
Sri Lanka,LKA,2012,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,94.26084
Sri Lanka,LKA,2011,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,94.00184
Sri Lanka,LKA,2010,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,94.03663
Sri Lanka,LKA,2009,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,92.58173
Sri Lanka,LKA,2008,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,94.98211
Sri Lanka,LKA,2007,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.92436
Sri Lanka,LKA,2006,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,96.39743
Sri Lanka,LKA,2005,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.17991
Sri Lanka,LKA,2003,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,99.71701
Sri Lanka,LKA,2014,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,98.30079
Sri Lanka,LKA,2013,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,97.47268
Sri Lanka,LKA,2012,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.20465
Sri Lanka,LKA,2011,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,95.95224
Sri Lanka,LKA,2010,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,95.65379
Sri Lanka,LKA,2009,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,93.82003
Sri Lanka,LKA,2008,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,95.82625
Sri Lanka,LKA,2007,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.60765
Sri Lanka,LKA,2006,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.91088
Sri Lanka,LKA,2005,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,97.20386
Sri Lanka,LKA,2003,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,99.52292
Sri Lanka,LKA,2020,"Children out of school, primary, female",SE.PRM.UNER.FE,20485
Sri Lanka,LKA,2019,"Children out of school, primary, female",SE.PRM.UNER.FE,31773
Sri Lanka,LKA,2018,"Children out of school, primary, female",SE.PRM.UNER.FE,31507
Sri Lanka,LKA,2017,"Children out of school, primary, female",SE.PRM.UNER.FE,31419
Sri Lanka,LKA,2016,"Children out of school, primary, female",SE.PRM.UNER.FE,32595
Sri Lanka,LKA,2015,"Children out of school, primary, female",SE.PRM.UNER.FE,37845
Sri Lanka,LKA,2014,"Children out of school, primary, female",SE.PRM.UNER.FE,59277
Sri Lanka,LKA,2013,"Children out of school, primary, female",SE.PRM.UNER.FE,62674
Sri Lanka,LKA,2012,"Children out of school, primary, female",SE.PRM.UNER.FE,68359
Sri Lanka,LKA,2011,"Children out of school, primary, female",SE.PRM.UNER.FE,64164
Sri Lanka,LKA,2010,"Children out of school, primary, female",SE.PRM.UNER.FE,60293
Sri Lanka,LKA,2009,"Children out of school, primary, female",SE.PRM.UNER.FE,72292
Sri Lanka,LKA,2008,"Children out of school, primary, female",SE.PRM.UNER.FE,52328
Sri Lanka,LKA,2007,"Children out of school, primary, female",SE.PRM.UNER.FE,44558
Sri Lanka,LKA,2006,"Children out of school, primary, female",SE.PRM.UNER.FE,38868
Sri Lanka,LKA,2005,"Children out of school, primary, female",SE.PRM.UNER.FE,34431
Sri Lanka,LKA,2004,"Children out of school, primary, female",SE.PRM.UNER.FE,7441
Sri Lanka,LKA,2003,"Children out of school, primary, female",SE.PRM.UNER.FE,20972
Sri Lanka,LKA,2002,"Children out of school, primary, female",SE.PRM.UNER.FE,15508
Sri Lanka,LKA,2001,"Children out of school, primary, female",SE.PRM.UNER.FE,12123
Sri Lanka,LKA,2020,"Children out of school, primary, male",SE.PRM.UNER.MA,26257
Sri Lanka,LKA,2019,"Children out of school, primary, male",SE.PRM.UNER.MA,32557
Sri Lanka,LKA,2018,"Children out of school, primary, male",SE.PRM.UNER.MA,26997
Sri Lanka,LKA,2017,"Children out of school, primary, male",SE.PRM.UNER.MA,23953
Sri Lanka,LKA,2016,"Children out of school, primary, male",SE.PRM.UNER.MA,25331
Sri Lanka,LKA,2015,"Children out of school, primary, male",SE.PRM.UNER.MA,32611
Sri Lanka,LKA,2014,"Children out of school, primary, male",SE.PRM.UNER.MA,56658
Sri Lanka,LKA,2013,"Children out of school, primary, male",SE.PRM.UNER.MA,59465
Sri Lanka,LKA,2012,"Children out of school, primary, male",SE.PRM.UNER.MA,65195
Sri Lanka,LKA,2011,"Children out of school, primary, male",SE.PRM.UNER.MA,61319
Sri Lanka,LKA,2010,"Children out of school, primary, male",SE.PRM.UNER.MA,59220
Sri Lanka,LKA,2009,"Children out of school, primary, male",SE.PRM.UNER.MA,71482
Sri Lanka,LKA,2008,"Children out of school, primary, male",SE.PRM.UNER.MA,51667
Sri Lanka,LKA,2007,"Children out of school, primary, male",SE.PRM.UNER.MA,42777
Sri Lanka,LKA,2006,"Children out of school, primary, male",SE.PRM.UNER.MA,36784
Sri Lanka,LKA,2005,"Children out of school, primary, male",SE.PRM.UNER.MA,35120
Sri Lanka,LKA,2004,"Children out of school, primary, male",SE.PRM.UNER.MA,58129
Sri Lanka,LKA,2003,"Children out of school, primary, male",SE.PRM.UNER.MA,22469
Sri Lanka,LKA,2002,"Children out of school, primary, male",SE.PRM.UNER.MA,17932
Sri Lanka,LKA,2001,"Children out of school, primary, male",SE.PRM.UNER.MA,18237
Sri Lanka,LKA,2022,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,81.120002746582
Sri Lanka,LKA,2021,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,80.6500015258789
Sri Lanka,LKA,2020,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,83.9599990844727
Sri Lanka,LKA,2019,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,80.1699981689453
Sri Lanka,LKA,2018,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,82.8399963378906
Sri Lanka,LKA,2017,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,82.1999969482422
Sri Lanka,LKA,2016,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,81.6500015258789
Sri Lanka,LKA,2015,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,64.1781692504883
Sri Lanka,LKA,2014,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,63.1219596862793
Sri Lanka,LKA,2013,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,62.2434883117676
Sri Lanka,LKA,2011,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,59.1490097045898
Sri Lanka,LKA,2010,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,57.7058067321777
Sri Lanka,LKA,2009,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,72.7300033569336
Sri Lanka,LKA,2008,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,72.5899963378906
Sri Lanka,LKA,2007,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,72.4700012207031
Sri Lanka,LKA,2006,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,73.2399978637695
Sri Lanka,LKA,2001,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,72.9700012207031
Sri Lanka,LKA,1981,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,32.0299987792969
Sri Lanka,LKA,2022,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,83.0899963378906
Sri Lanka,LKA,2021,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,83.2900009155273
Sri Lanka,LKA,2020,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,84.2399978637695
Sri Lanka,LKA,2019,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,82.0599975585938
Sri Lanka,LKA,2018,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,82.8899993896484
Sri Lanka,LKA,2017,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,82.3499984741211
Sri Lanka,LKA,2016,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,81.5699996948242
Sri Lanka,LKA,2015,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,62.2136344909668
Sri Lanka,LKA,2014,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,61.6334991455078
Sri Lanka,LKA,2013,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,60.4662628173828
Sri Lanka,LKA,2011,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,58.6750144958496
Sri Lanka,LKA,2010,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,57.0533027648926
Sri Lanka,LKA,2009,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,75.5299987792969
Sri Lanka,LKA,2008,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,75.4800033569336
Sri Lanka,LKA,2007,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,74.1100006103516
Sri Lanka,LKA,2006,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,75.4300003051758
Sri Lanka,LKA,2001,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,76.75
Sri Lanka,LKA,1981,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,36.4900016784668
Sri Lanka,LKA,2022,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,82.0199966430664
Sri Lanka,LKA,2021,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,81.8499984741211
Sri Lanka,LKA,2020,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,84.0899963378906
Sri Lanka,LKA,2019,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,81.0299987792969
